ingresos,gastos,balance
266.53,0.0,14107.23
1409.89,0.0,91452.61
0.0,11.44,60902.15
1013.97,0.0,41041.37
8500.0,0.0,23359.56
0.0,1398.79,57325.35
580.79,0.0,16617.27
0.0,654.29,55997.42
0.0,1493.06,46156.97
0.0,325.96,80460.96
0.0,1073.67,99273.35
595.38,0.0,55384.45
75.74,0.0,26592.08
1025.13,0.0,64728.43
0.0,366.96,35728.23
0.0,746.82,95703.07
0.0,298.29,48987.66
0.0,930.84,12942.55
767.8,0.0,94214.57
656.85,0.0,30957.8
0.0,522.56,11692.64
0.0,1074.78,20066.77
0.0,1009.49,76842.33
0.0,5000.0,38959.84
0.0,488.24,11235.39
0.0,5000.0,32155.47
540.96,0.0,76263.58
0.0,5000.0,15573.05
0.0,479.46,17261.72
0.0,476.44,46726.03
0.0,118.67,71148.25
0.0,437.17,27508.27
0.0,138.93,56328.12
0.0,87.32,27140.72
0.0,8500.0,47745.14
0.0,5000.0,71896.48
70.86,0.0,23490.88
0.0,1108.14,88285.24
132.9,0.0,22369.47
499.77,0.0,58459.4
618.99,0.0,56060.97
631.92,0.0,22047.57
0.0,781.04,81622.04
787.19,0.0,66923.36
840.71,0.0,12733.75
0.0,1288.9,89063.12
0.0,5000.0,42839.86
0.0,130.41,11186.61
0.0,8500.0,42125.01
0.0,173.79,18623.92
1381.95,0.0,86965.88
0.0,1203.6,56415.28
0.0,534.64,82668.44
350.64,0.0,86403.25
0.0,5000.0,26261.39
0.0,66.21,31054.96
0.0,8500.0,39914.55
0.0,134.58,63129.21
253.79,0.0,56659.9
876.42,0.0,56301.35
0.0,1267.67,85378.9
0.0,950.85,38976.52
0.0,908.61,71847.28
0.0,383.76,67748.46
0.0,136.35,81639.05
801.35,0.0,72009.72
0.0,386.51,95071.2
1298.44,0.0,82077.38
0.0,1141.28,41858.5
746.49,0.0,52797.53
0.0,1204.55,89552.33
1241.01,0.0,91378.67
0.0,1456.12,54876.95
0.0,663.14,45378.48
166.7,0.0,35970.49
0.0,562.45,30902.43
708.83,0.0,46020.08
539.35,0.0,84891.59
0.0,937.65,72791.05
0.0,652.2,97285.67
851.54,0.0,81797.63
881.9,0.0,84281.94
781.26,0.0,73694.81
436.3,0.0,42933.25
0.0,422.38,10536.78
1479.27,0.0,69208.25
1301.63,0.0,97870.88
0.0,1494.92,88962.19
1261.29,0.0,94553.38
0.0,1495.52,52903.09
0.0,519.13,25378.49
0.0,1134.26,65048.26
1404.97,0.0,41175.48
643.23,0.0,75309.99
477.38,0.0,11107.35
302.91,0.0,81612.43
389.89,0.0,85126.74
0.0,844.58,46990.31
514.0,0.0,67643.62
8500.0,0.0,42970.84
901.48,0.0,78467.52
0.0,120.8,43198.01
8500.0,0.0,29106.62
211.31,0.0,87957.71
0.0,5000.0,55376.37
517.6,0.0,61127.42
1188.43,0.0,43813.51
8500.0,0.0,75935.93
5000.0,0.0,10244.33
544.34,0.0,85120.8
0.0,1286.56,29604.64
242.22,0.0,46373.64
5000.0,0.0,49533.87
0.0,208.3,11660.8
1259.01,0.0,48352.53
5000.0,0.0,12029.81
0.0,1375.5,13786.95
1225.13,0.0,53626.24
0.0,371.11,83915.07
1011.78,0.0,36363.06
0.0,1057.16,31717.87
0.0,5000.0,78636.0
1046.51,0.0,54875.28
8500.0,0.0,69960.63
596.35,0.0,16979.24
0.0,8500.0,93322.66
1461.19,0.0,96621.2
0.0,187.19,26686.58
0.0,1002.83,90485.96
0.0,1390.51,43492.26
102.85,0.0,32698.75
0.0,1485.03,31954.51
739.79,0.0,75122.56
0.0,1499.37,15682.73
596.55,0.0,99803.19
0.0,255.15,88352.96
1460.63,0.0,68653.95
0.0,775.71,84900.95
1151.96,0.0,99819.43
0.0,940.48,13639.7
0.0,1391.85,34520.6
0.0,226.03,98959.93
1367.53,0.0,64174.08
31.97,0.0,98135.98
0.0,5000.0,72363.1
1334.9,0.0,29417.81
905.34,0.0,14774.94
0.0,953.18,14937.87
0.0,1339.79,63169.98
0.0,1370.37,78917.07
1399.41,0.0,93544.74
0.0,1276.77,39312.78
0.0,294.7,49497.13
929.99,0.0,45735.04
0.0,733.93,56017.58
1083.57,0.0,63656.24
1046.14,0.0,59748.97
0.0,306.66,72250.29
839.8,0.0,61138.15
498.17,0.0,36707.01
0.0,1256.66,88793.05
0.0,882.1,54796.75
0.0,5000.0,94548.02
0.0,108.24,17782.88
0.0,393.33,67141.51
0.0,5000.0,78341.39
1409.69,0.0,89996.15
0.0,493.75,86471.91
759.07,0.0,73697.35
0.0,280.63,68672.25
1323.96,0.0,21679.52
0.0,616.0,80431.52
0.0,1029.17,68499.18
255.77,0.0,82683.48
1100.6,0.0,88479.0
189.79,0.0,60776.29
286.42,0.0,40716.59
0.0,451.53,94627.71
0.0,5000.0,44336.01
1367.01,0.0,29134.09
25.86,0.0,85083.11
612.59,0.0,60940.61
0.0,1276.61,45227.32
0.0,440.61,27561.41
0.0,935.41,68977.3
0.0,964.49,12843.08
1289.65,0.0,99901.6
816.63,0.0,74543.29
0.0,969.18,82102.43
0.0,1279.85,88689.89
0.0,1214.99,74027.58
911.14,0.0,83611.87
0.0,551.5,37741.01
0.0,469.15,49652.88
333.32,0.0,71155.39
5000.0,0.0,60483.75
0.0,5000.0,63515.83
0.0,641.47,26045.22
0.0,566.05,22161.02
177.28,0.0,26495.14
0.0,388.33,78608.75
626.71,0.0,30833.87
1245.08,0.0,87101.71
44.06,0.0,56269.6
0.0,1180.21,90582.93
0.0,1423.7,79524.2
881.06,0.0,31427.89
1490.48,0.0,19984.06
0.0,1294.87,71500.37
0.0,902.24,49510.49
0.0,783.99,13923.03
1012.05,0.0,32809.16
1246.85,0.0,40488.62
0.0,246.5,24007.06
157.8,0.0,32489.06
0.0,5000.0,26384.58
1376.32,0.0,56631.66
1087.83,0.0,53312.94
0.0,8500.0,90235.84
0.0,5000.0,59969.12
1451.02,0.0,47189.17
707.16,0.0,96476.17
0.0,976.78,43542.03
392.51,0.0,90671.64
0.0,556.09,53921.57
15.8,0.0,62988.72
508.89,0.0,53497.25
125.67,0.0,48245.37
1122.67,0.0,10426.07
0.0,258.49,49136.55
0.0,671.32,91446.6
0.0,89.19,12133.59
0.0,1258.86,63417.75
0.0,626.55,45614.38
0.0,539.02,67228.74
1282.91,0.0,68617.72
0.0,425.06,77075.33
691.08,0.0,99240.36
633.28,0.0,28172.3
251.62,0.0,21683.81
0.0,765.46,91927.17
0.0,5000.0,83984.87
925.75,0.0,96550.17
0.0,1421.81,33000.11
0.0,1136.71,52218.07
1352.82,0.0,18426.67
717.51,0.0,25777.24
1252.29,0.0,18288.4
0.0,592.28,49971.99
290.47,0.0,61165.06
0.0,1167.64,34053.24
0.0,208.01,93065.92
0.0,1202.99,91340.42
729.96,0.0,83502.3
1084.45,0.0,27020.06
0.0,1148.12,71498.91
0.0,1043.08,94838.06
0.0,751.31,64780.98
486.52,0.0,11804.07
0.0,281.55,26869.61
327.73,0.0,17403.33
1367.81,0.0,15930.86
579.44,0.0,45653.41
0.0,141.38,38711.36
0.0,885.78,32055.79
0.0,235.6,65007.92
0.0,799.39,46097.61
566.37,0.0,86290.67
0.0,1433.17,77673.71
730.53,0.0,73799.36
61.44,0.0,47370.52
921.34,0.0,57609.78
0.0,524.21,25833.81
0.0,5000.0,85805.56
0.0,1161.24,40629.03
0.0,503.08,72165.76
0.0,1345.1,44484.06
0.0,1415.39,39370.87
117.03,0.0,61078.08
0.0,8500.0,83593.56
0.0,1288.46,38997.02
1296.83,0.0,59313.47
0.0,894.7,59197.42
1230.79,0.0,48188.92
0.0,1334.61,52651.69
0.0,918.94,99466.15
167.63,0.0,18134.82
0.0,188.92,39047.62
1395.26,0.0,23189.32
468.0,0.0,14004.15
98.79,0.0,95932.2
1051.36,0.0,88123.81
0.0,1486.76,93093.08
1131.9,0.0,66187.91
0.0,925.3,90077.58
982.51,0.0,68595.41
0.0,126.72,79393.68
0.0,670.75,66470.51
0.0,293.26,32042.4
677.31,0.0,52070.55
1132.76,0.0,98619.46
0.0,1243.96,83344.57
204.74,0.0,15776.77
0.0,1159.46,84230.93
0.0,645.86,77500.85
830.92,0.0,92999.04
0.0,246.27,16260.89
538.6,0.0,70333.41
0.0,110.22,44882.09
601.51,0.0,41613.38
0.0,201.73,24770.65
872.6,0.0,86142.61
200.91,0.0,28141.61
1145.87,0.0,10767.74
0.0,8500.0,93675.23
0.0,1290.98,49500.7
1400.54,0.0,46050.83
1308.18,0.0,34081.54
0.0,1294.58,59282.39
0.0,845.62,91964.21
0.0,660.91,70376.67
0.0,1310.36,56257.97
1371.28,0.0,76416.72
0.0,331.05,88738.85
0.0,1348.3,46317.13
298.5,0.0,71733.54
0.0,30.69,42687.8
0.0,5000.0,73426.24
822.14,0.0,28254.28
305.07,0.0,16962.6
0.0,8500.0,84764.35
640.82,0.0,74002.21
0.0,1160.07,34916.36
0.0,423.19,40620.85
8500.0,0.0,36150.08
914.55,0.0,52012.29
0.0,515.32,23262.33
142.76,0.0,39418.75
0.0,1257.7,91291.42
1347.28,0.0,70105.8
115.83,0.0,12773.34
1113.06,0.0,63479.15
1354.38,0.0,20919.26
0.0,176.2,59891.7
0.0,587.56,69871.89
0.0,264.16,94698.92
1420.75,0.0,15775.29
662.23,0.0,31366.18
0.0,707.85,20692.74
0.0,51.54,72980.04
809.97,0.0,59628.26
359.97,0.0,14007.84
1293.7,0.0,47599.02
0.0,239.68,32197.01
0.0,505.65,19571.64
0.0,90.83,35190.32
0.0,31.91,89935.83
0.0,1422.7,18973.36
0.0,1173.78,62671.78
871.51,0.0,64855.03
690.87,0.0,50003.44
0.0,1278.24,96869.08
875.49,0.0,13014.59
928.27,0.0,13027.07
0.0,532.28,35685.58
1407.13,0.0,85385.79
748.19,0.0,21703.95
0.0,726.68,21674.31
283.05,0.0,26837.59
0.0,574.15,23996.45
1141.52,0.0,27666.94
0.0,1253.69,44766.65
615.94,0.0,97944.28
0.0,1351.37,25193.78
0.0,427.08,92652.69
811.75,0.0,89274.28
270.17,0.0,95420.85
1011.43,0.0,25474.76
0.0,5000.0,86029.3
1393.58,0.0,89438.09
895.22,0.0,74479.94
0.0,1417.17,88529.65
1319.88,0.0,44205.6
0.0,1337.23,81051.67
510.63,0.0,83543.85
0.0,5000.0,23043.95
0.0,370.63,67619.05
0.0,8500.0,88768.11
1406.06,0.0,22511.53
761.28,0.0,22423.38
737.04,0.0,12594.32
0.0,209.4,52899.95
589.56,0.0,26233.52
580.41,0.0,68097.17
506.87,0.0,75701.56
0.0,705.19,42515.86
359.44,0.0,26307.68
1146.15,0.0,33321.98
0.0,1273.22,14185.65
0.0,88.87,96825.63
626.56,0.0,60151.4
1009.79,0.0,74020.37
368.19,0.0,30050.29
1017.51,0.0,85657.8
0.0,441.51,30440.82
0.0,149.28,65602.05
0.0,5000.0,58976.09
0.0,101.67,53685.13
0.0,1287.99,15466.21
0.0,647.26,64431.97
0.0,1496.28,31236.84
2.98,0.0,94544.14
493.09,0.0,74468.39
359.38,0.0,76871.07
0.0,5000.0,92067.58
1321.01,0.0,41363.34
0.0,1345.57,13166.03
189.12,0.0,83687.29
0.0,859.74,20389.44
0.0,5000.0,85006.29
1276.78,0.0,52934.96
0.0,806.47,92821.95
635.69,0.0,62085.73
230.16,0.0,46543.03
0.0,828.02,71178.12
0.0,725.49,29547.79
0.0,8500.0,69794.9
0.0,1313.42,37007.41
686.13,0.0,98886.08
488.9,0.0,14766.72
0.0,859.46,18061.09
1150.12,0.0,75637.73
425.93,0.0,99628.94
0.0,136.18,38059.97
0.0,5000.0,75613.16
0.0,256.12,55630.71
992.36,0.0,82117.61
0.0,389.0,71716.18
60.61,0.0,14146.27
139.88,0.0,29941.67
0.0,324.99,31952.1
0.0,953.21,31638.49
1289.77,0.0,90399.55
0.0,650.5,52304.41
437.05,0.0,12425.91
385.55,0.0,44887.75
1064.62,0.0,76661.12
0.0,213.38,30250.17
761.73,0.0,60393.5
0.0,298.56,51705.89
0.0,70.3,54739.43
0.0,56.84,91641.39
277.26,0.0,32093.41
759.94,0.0,90578.22
1413.74,0.0,15150.5
1323.31,0.0,90477.92
400.68,0.0,37693.53
726.11,0.0,95153.34
0.0,512.08,74385.85
0.0,670.8,92863.21
387.88,0.0,84136.22
1199.0,0.0,55853.48
0.0,1459.27,20333.03
0.0,292.3,37323.71
0.0,5000.0,73992.74
157.25,0.0,24219.12
0.0,897.22,62972.8
926.26,0.0,80435.61
833.23,0.0,40282.63
487.56,0.0,23156.93
0.0,60.38,96053.41
1207.84,0.0,17928.65
0.0,8500.0,39027.69
0.0,1376.99,35758.61
0.0,399.31,39268.94
1031.26,0.0,52323.44
236.88,0.0,34069.61
0.0,464.97,45449.37
1068.55,0.0,99805.94
0.0,1476.42,94402.39
0.0,669.13,42529.42
0.0,3.81,76740.27
0.0,582.29,74922.38
0.0,789.97,82753.55
0.0,435.29,44372.18
1265.75,0.0,67198.26
34.5,0.0,19665.74
0.0,526.81,60060.46
0.0,5000.0,55652.08
0.0,382.51,44187.03
0.0,5000.0,79071.06
855.85,0.0,17233.74
0.0,5000.0,64049.21
887.96,0.0,61906.28
40.03,0.0,44320.5
1167.79,0.0,31515.29
0.0,607.84,84473.44
0.0,610.86,45223.79
0.0,851.23,23776.18
792.88,0.0,10553.23
0.0,672.72,32781.5
0.0,633.46,35035.17
0.0,527.31,57330.19
0.0,698.47,17659.75
933.73,0.0,76805.04
0.0,5000.0,28961.41
0.0,405.47,91353.11
0.0,617.22,31815.49
0.0,373.29,74153.61
1453.34,0.0,12452.63
0.0,881.43,15350.18
724.63,0.0,12838.73
0.0,1039.53,84315.69
0.0,51.0,97018.06
128.05,0.0,64405.54
1304.25,0.0,52609.23
1173.46,0.0,48104.56
1422.74,0.0,31388.9
1444.71,0.0,69095.29
0.0,351.82,85638.58
1052.27,0.0,87284.12
0.0,946.97,16786.85
0.0,1259.45,42972.98
1010.2,0.0,44315.8
0.0,51.14,28416.24
428.66,0.0,48544.67
964.46,0.0,53657.5
0.0,855.47,98202.74
0.0,5000.0,61481.53
1053.79,0.0,68198.04
0.0,147.4,88955.14
1366.56,0.0,53842.77
0.0,683.49,34993.77
0.0,10.09,62275.32
188.65,0.0,91113.13
6.65,0.0,75236.28
301.67,0.0,90267.84
0.0,5000.0,34672.35
0.0,96.62,94141.18
0.0,5000.0,78215.77
1113.16,0.0,26773.62
1088.1,0.0,52076.04
0.0,788.99,92060.11
441.93,0.0,49812.19
0.0,993.71,64306.11
0.0,64.34,25508.04
0.0,161.79,41230.44
0.0,1429.39,96405.93
857.47,0.0,53698.16
0.0,397.94,74935.42
1378.46,0.0,59544.51
0.0,5000.0,60924.95
0.0,5000.0,86350.75
0.0,793.14,89786.59
0.0,723.41,32951.62
5000.0,0.0,52786.0
1420.63,0.0,74366.49
0.0,990.33,74625.13
0.0,822.38,73828.13
8500.0,0.0,70536.94
0.0,879.02,67010.56
0.0,104.01,26641.78
0.0,307.91,97304.57
1321.35,0.0,82951.05
0.0,5000.0,96049.41
1470.81,0.0,14368.22
57.21,0.0,26492.92
297.93,0.0,48751.89
0.0,527.06,12773.93
0.0,864.53,14615.71
1497.98,0.0,40168.88
1416.14,0.0,97558.36
0.0,5000.0,66820.31
541.28,0.0,24505.18
178.81,0.0,95989.42
469.1,0.0,76987.94
0.0,5000.0,12761.31
138.04,0.0,98324.68
734.52,0.0,56124.21
144.26,0.0,11195.87
0.0,856.04,98156.76
0.0,5000.0,41683.48
0.0,5000.0,90358.3
0.0,862.35,34496.45
761.26,0.0,28997.29
1200.63,0.0,44764.11
1478.74,0.0,42515.75
8500.0,0.0,89335.95
0.0,386.01,25064.91
0.0,552.29,42644.99
219.95,0.0,35061.88
0.0,5000.0,83453.91
41.79,0.0,36584.28
659.95,0.0,61700.66
0.0,5000.0,72850.17
0.0,295.25,15884.54
881.81,0.0,48749.34
924.27,0.0,52219.98
0.0,200.08,58798.64
1039.32,0.0,47983.78
0.0,1184.01,35175.12
0.0,232.17,20767.5
0.0,1184.81,51899.59
0.0,1351.19,37842.48
0.0,1424.7,32239.79
617.95,0.0,81933.21
0.0,790.12,50730.34
1332.07,0.0,65115.1
0.0,941.76,50815.78
0.0,1440.83,90384.88
55.46,0.0,70314.42
0.0,5000.0,16537.36
1201.25,0.0,25288.96
282.74,0.0,44334.61
1193.3,0.0,68155.75
1125.85,0.0,17113.45
1249.97,0.0,46554.92
0.0,1435.81,14317.21
1472.09,0.0,37127.88
410.1,0.0,51940.29
5000.0,0.0,29521.73
0.0,407.6,10557.6
0.0,1313.17,53046.62
0.0,5000.0,73824.14
476.84,0.0,42193.92
0.0,627.48,18102.26
953.67,0.0,62208.36
0.0,141.23,10671.82
0.0,8500.0,24207.65
1374.15,0.0,29886.46
648.86,0.0,64167.2
203.46,0.0,58264.24
0.0,90.72,46569.59
0.0,1069.55,77318.21
0.0,5000.0,96757.57
324.62,0.0,46589.09
40.49,0.0,13724.54
0.0,172.97,23845.41
429.83,0.0,74718.88
0.0,86.47,70058.91
640.86,0.0,16160.11
646.38,0.0,68959.06
0.0,969.85,15004.01
1360.57,0.0,28556.47
595.03,0.0,29921.31
1028.89,0.0,56270.88
578.62,0.0,35743.48
1334.31,0.0,77936.82
619.52,0.0,87748.47
1404.1,0.0,97533.09
0.0,56.1,26784.34
0.0,5000.0,39383.82
0.0,39.66,55250.25
9.3,0.0,49980.78
0.0,390.77,97842.03
0.0,133.35,63506.68
0.0,5000.0,36973.68
0.0,760.69,49326.35
542.53,0.0,63760.8
0.0,817.23,50703.37
0.0,343.04,28038.63
1186.08,0.0,79027.81
1002.35,0.0,85364.67
430.16,0.0,81962.24
701.93,0.0,24398.44
0.0,268.41,86810.78
0.0,417.75,74488.05
577.63,0.0,46237.02
0.0,151.87,65724.32
22.5,0.0,84336.81
0.0,894.08,32976.38
1413.21,0.0,44616.93
0.0,68.0,26154.62
0.0,1476.07,80820.31
0.0,910.66,21131.39
408.48,0.0,77146.88
0.0,1119.71,18652.98
232.79,0.0,48740.87
1060.12,0.0,48741.41
0.0,241.31,61349.97
0.0,621.16,65707.29
0.0,5000.0,44573.14
0.0,1261.36,45924.15
111.12,0.0,46275.47
0.0,728.48,53905.52
0.0,776.03,53198.75
0.0,242.04,90292.53
8500.0,0.0,64018.33
996.55,0.0,93547.49
0.0,774.6,31355.08
0.0,1023.6,93483.56
21.49,0.0,17769.84
0.0,1146.32,93314.61
1469.65,0.0,81175.47
740.36,0.0,89885.94
201.22,0.0,46969.56
898.67,0.0,34093.33
0.0,5000.0,91099.11
266.53,0.0,14107.23
1409.89,0.0,91452.61
0.0,11.44,60902.15
1013.97,0.0,41041.37
8500.0,0.0,23359.56
0.0,1398.79,57325.35
580.79,0.0,16617.27
0.0,654.29,55997.42
0.0,1493.06,46156.97
0.0,325.96,80460.96
0.0,1073.67,99273.35
595.38,0.0,55384.45
75.74,0.0,26592.08
1025.13,0.0,64728.43
0.0,366.96,35728.23
0.0,746.82,95703.07
0.0,298.29,48987.66
0.0,930.84,12942.55
767.8,0.0,94214.57
656.85,0.0,30957.8
0.0,522.56,11692.64
0.0,1074.78,20066.77
0.0,1009.49,76842.33
0.0,5000.0,38959.84
0.0,488.24,11235.39
0.0,5000.0,32155.47
540.96,0.0,76263.58
0.0,5000.0,15573.05
0.0,479.46,17261.72
0.0,476.44,46726.03
0.0,118.67,71148.25
0.0,437.17,27508.27
0.0,138.93,56328.12
0.0,87.32,27140.72
0.0,8500.0,47745.14
0.0,5000.0,71896.48
70.86,0.0,23490.88
0.0,1108.14,88285.24
132.9,0.0,22369.47
499.77,0.0,58459.4
618.99,0.0,56060.97
631.92,0.0,22047.57
0.0,781.04,81622.04
787.19,0.0,66923.36
840.71,0.0,12733.75
0.0,1288.9,89063.12
0.0,5000.0,42839.86
0.0,130.41,11186.61
0.0,8500.0,42125.01
0.0,173.79,18623.92
1381.95,0.0,86965.88
0.0,1203.6,56415.28
0.0,534.64,82668.44
350.64,0.0,86403.25
0.0,5000.0,26261.39
0.0,66.21,31054.96
0.0,8500.0,39914.55
0.0,134.58,63129.21
253.79,0.0,56659.9
876.42,0.0,56301.35
0.0,1267.67,85378.9
0.0,950.85,38976.52
0.0,908.61,71847.28
0.0,383.76,67748.46
0.0,136.35,81639.05
801.35,0.0,72009.72
0.0,386.51,95071.2
1298.44,0.0,82077.38
0.0,1141.28,41858.5
746.49,0.0,52797.53
0.0,1204.55,89552.33
1241.01,0.0,91378.67
0.0,1456.12,54876.95
0.0,663.14,45378.48
166.7,0.0,35970.49
0.0,562.45,30902.43
708.83,0.0,46020.08
539.35,0.0,84891.59
0.0,937.65,72791.05
0.0,652.2,97285.67
851.54,0.0,81797.63
881.9,0.0,84281.94
781.26,0.0,73694.81
436.3,0.0,42933.25
0.0,422.38,10536.78
1479.27,0.0,69208.25
1301.63,0.0,97870.88
0.0,1494.92,88962.19
1261.29,0.0,94553.38
0.0,1495.52,52903.09
0.0,519.13,25378.49
0.0,1134.26,65048.26
1404.97,0.0,41175.48
643.23,0.0,75309.99
477.38,0.0,11107.35
302.91,0.0,81612.43
389.89,0.0,85126.74
0.0,844.58,46990.31
514.0,0.0,67643.62
8500.0,0.0,42970.84
901.48,0.0,78467.52
0.0,120.8,43198.01
8500.0,0.0,29106.62
211.31,0.0,87957.71
0.0,5000.0,55376.37
517.6,0.0,61127.42
1188.43,0.0,43813.51
8500.0,0.0,75935.93
5000.0,0.0,10244.33
544.34,0.0,85120.8
0.0,1286.56,29604.64
242.22,0.0,46373.64
5000.0,0.0,49533.87
0.0,208.3,11660.8
1259.01,0.0,48352.53
5000.0,0.0,12029.81
0.0,1375.5,13786.95
1225.13,0.0,53626.24
0.0,371.11,83915.07
1011.78,0.0,36363.06
0.0,1057.16,31717.87
0.0,5000.0,78636.0
1046.51,0.0,54875.28
8500.0,0.0,69960.63
596.35,0.0,16979.24
0.0,8500.0,93322.66
1461.19,0.0,96621.2
0.0,187.19,26686.58
0.0,1002.83,90485.96
0.0,1390.51,43492.26
102.85,0.0,32698.75
0.0,1485.03,31954.51
739.79,0.0,75122.56
0.0,1499.37,15682.73
596.55,0.0,99803.19
0.0,255.15,88352.96
1460.63,0.0,68653.95
0.0,775.71,84900.95
1151.96,0.0,99819.43
0.0,940.48,13639.7
0.0,1391.85,34520.6
0.0,226.03,98959.93
1367.53,0.0,64174.08
31.97,0.0,98135.98
0.0,5000.0,72363.1
1334.9,0.0,29417.81
905.34,0.0,14774.94
0.0,953.18,14937.87
0.0,1339.79,63169.98
0.0,1370.37,78917.07
1399.41,0.0,93544.74
0.0,1276.77,39312.78
0.0,294.7,49497.13
929.99,0.0,45735.04
0.0,733.93,56017.58
1083.57,0.0,63656.24
1046.14,0.0,59748.97
0.0,306.66,72250.29
839.8,0.0,61138.15
498.17,0.0,36707.01
0.0,1256.66,88793.05
0.0,882.1,54796.75
0.0,5000.0,94548.02
0.0,108.24,17782.88
0.0,393.33,67141.51
0.0,5000.0,78341.39
1409.69,0.0,89996.15
0.0,493.75,86471.91
759.07,0.0,73697.35
0.0,280.63,68672.25
1323.96,0.0,21679.52
0.0,616.0,80431.52
0.0,1029.17,68499.18
255.77,0.0,82683.48
1100.6,0.0,88479.0
189.79,0.0,60776.29
286.42,0.0,40716.59
0.0,451.53,94627.71
0.0,5000.0,44336.01
1367.01,0.0,29134.09
25.86,0.0,85083.11
612.59,0.0,60940.61
0.0,1276.61,45227.32
0.0,440.61,27561.41
0.0,935.41,68977.3
0.0,964.49,12843.08
1289.65,0.0,99901.6
816.63,0.0,74543.29
0.0,969.18,82102.43
0.0,1279.85,88689.89
0.0,1214.99,74027.58
911.14,0.0,83611.87
0.0,551.5,37741.01
0.0,469.15,49652.88
333.32,0.0,71155.39
5000.0,0.0,60483.75
0.0,5000.0,63515.83
0.0,641.47,26045.22
0.0,566.05,22161.02
177.28,0.0,26495.14
0.0,388.33,78608.75
626.71,0.0,30833.87
1245.08,0.0,87101.71
44.06,0.0,56269.6
0.0,1180.21,90582.93
0.0,1423.7,79524.2
881.06,0.0,31427.89
1490.48,0.0,19984.06
0.0,1294.87,71500.37
0.0,902.24,49510.49
0.0,783.99,13923.03
1012.05,0.0,32809.16
1246.85,0.0,40488.62
0.0,246.5,24007.06
157.8,0.0,32489.06
0.0,5000.0,26384.58
1376.32,0.0,56631.66
1087.83,0.0,53312.94
0.0,8500.0,90235.84
0.0,5000.0,59969.12
1451.02,0.0,47189.17
707.16,0.0,96476.17
0.0,976.78,43542.03
392.51,0.0,90671.64
0.0,556.09,53921.57
15.8,0.0,62988.72
508.89,0.0,53497.25
125.67,0.0,48245.37
1122.67,0.0,10426.07
0.0,258.49,49136.55
0.0,671.32,91446.6
0.0,89.19,12133.59
0.0,1258.86,63417.75
0.0,626.55,45614.38
0.0,539.02,67228.74
1282.91,0.0,68617.72
0.0,425.06,77075.33
691.08,0.0,99240.36
633.28,0.0,28172.3
251.62,0.0,21683.81
0.0,1019.5,31764.52
0.0,1349.47,69034.27
294.29,0.0,56149.98
649.16,0.0,67177.72
0.0,1335.94,91519.75
1383.81,0.0,81616.37
594.95,0.0,32075.8
155.12,0.0,67498.94
546.52,0.0,37686.81
0.0,2500.0,28739.3
0.0,1365.33,88573.47
0.0,181.22,27866.9
0.0,546.65,10217.37
776.76,0.0,12128.96
0.0,425.08,87860.75
390.99,0.0,53847.79
0.0,1104.68,67281.16
272.29,0.0,37878.72
0.0,1433.96,24116.43
1277.91,0.0,28332.56
1295.93,0.0,25181.95
899.97,0.0,62207.05
108.06,0.0,26118.48
0.0,3000.0,19477.19
0.0,805.08,26996.16
808.3,0.0,90702.55
0.0,68.88,26081.59
0.0,579.09,83011.86
783.87,0.0,43038.85
828.66,0.0,39572.36
0.0,920.78,23197.65
610.85,0.0,12759.87
0.0,429.76,10691.9
1075.25,0.0,82529.09
0.0,936.32,54379.79
490.86,0.0,88118.93
0.0,363.81,12275.67
1106.74,0.0,11697.85
0.0,1499.17,46703.41
0.0,3000.0,81310.92
0.0,314.47,89424.31
787.84,0.0,62318.76
1347.14,0.0,29312.88
0.0,1009.45,76110.03
1352.8,0.0,58081.09
849.03,0.0,81869.84
959.91,0.0,19590.29
0.0,828.42,70676.02
166.42,0.0,17409.18
793.82,0.0,78733.7
401.71,0.0,53984.02
455.27,0.0,60129.77
0.0,3000.0,30163.11
1261.9,0.0,45550.29
0.0,1086.05,92677.19
0.0,5.01,51547.52
1206.47,0.0,26148.09
0.0,626.69,82869.58
0.0,817.45,40970.47
0.0,253.3,19870.53
0.0,517.2,48556.05
0.0,230.51,32589.19
1329.39,0.0,88812.69
0.0,3000.0,33124.97
1146.03,0.0,99119.79
0.0,722.45,17749.93
2500.0,0.0,82912.76
120.21,0.0,93864.17
0.0,3000.0,82038.44
828.09,0.0,28550.55
680.22,0.0,68143.07
0.0,464.05,72744.15
1334.8,0.0,11809.48
205.15,0.0,81195.0
0.0,412.31,78865.4
1056.29,0.0,25305.85
0.0,849.96,66593.44
519.49,0.0,92174.27
751.92,0.0,99719.58
0.0,2500.0,94750.6
967.17,0.0,13744.44
398.98,0.0,17026.8
0.0,677.95,92069.07
0.0,961.38,91400.15
1433.72,0.0,88031.64
0.0,120.29,14456.53
1221.61,0.0,61894.69
875.95,0.0,22995.43
0.0,3.07,22087.5
0.0,662.79,71536.14
0.0,1264.58,44288.25
0.0,142.61,62671.36
0.0,380.2,27512.46
972.97,0.0,93557.6
451.59,0.0,73027.1
0.0,1192.42,44771.03
0.0,915.21,95174.15
0.0,757.56,56892.22
0.0,890.09,92892.45
0.0,1276.11,22029.33
0.0,629.27,94539.47
0.0,1109.84,48310.57
0.0,2500.0,60946.03
1459.47,0.0,28034.99
39.09,0.0,96461.71
642.91,0.0,63180.42
